"year","trial_name","trial_type","plot_width","plot_length","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","latitude","longitude","altitude","department","country","ag_zone","location_short","WAB_20min_10mon","WAB_30min_10mon","carotenoidtotal","betacarotenoid_nirs","branch_number","CBB_3mon","DM_gravity","DM_nirs","height_1st_branch","yield_ha","harvest_number_plan","germination_perc","yield_ha_v2","DM_yield_ha","root_weight_plot","frogskin1_5","vigor1_5","lodging1_3","root_number_commercial","root_weight_commercial","stake_plant","planted_number_plot","plant_type","height","height_wt_leaf","harvest_number","root_skin_color1_3","root_constriction1_3","root_type1_5","root_length1_3","root_number","root_weight_air","root_weight_water","root_rot_number","germinated_number_plot","root_peduncle1_3","root_shape1_6","thrips1_5","carotenoid1_8"
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_CM4919-1_43",2,43,2,6,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",2.5,5,3,1.6,0,1,37.6906633221851,39,170,33.6309523809524,6,100,33.6309523809524,12.6757290339492,16.95,1,4,1,19,12.25,8,20,2,170,50,6,3,1,2,3,NA,4075,487,23,20,1,3,1,4
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_COL2215_46",2,46,3,6,"check"," (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,4,1,43.3733110164333,NA,100,25.7936507936508,6,100,25.7936507936508,11.1875603812229,13,1,5,1,14,9.65,10,20,3,230,40,6,3,1,2,1,NA,3850,564,21,20,1,3,1,1
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_COL2215_52",2,52,4,5,"check"," (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,3,1,38.7227272727272,NA,100,26.3888888888889,6,90,26.3888888888889,10.2184974747475,13.3,1,NA,1,18,10.4,8,20,3,220,30,6,3,1,1,1,NA,4850,604,17,18,1,1,1,1
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_GM10299-1_50",2,50,4,7,"test"," (Operator: lizbethpino, Time: )","GM10299-1","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1.5,2.1,14.9,11.5,1,1,28.0328309305373,30.8,120,40.8730158730159,6,70,40.8730158730159,11.4578634358942,20.6,1,5,2,21,11.45,14,20,3,290,50,6,3,1,1,2,NA,4100,285,45,14,1,3,1,8
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_GM11213-2_47",2,47,3,7,"test"," (Operator: lizbethpino, Time: )","GM11213-2","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,15,10,1,1,31.785676625659,37.2,110,8.03571428571428,6,30,8.03571428571428,2.55420615741903,4.05,1,4,1,6,2.2,10,20,1,250,40,2,3,1,3,2,NA,2500,224,11,6,2,3,1,5
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_GM11319-3_64",2,64,7,8,"test"," (Operator: lizbethpino, Time: )","GM11319-3","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,18.2,10.8,1,1,31.777566096423,37.2,230,8.82936507936508,6,85,8.82936507936508,2.80575732398973,4.45,1,5,1,5,1.8,10,20,2,280,60,4,2,1,3,2,NA,2825,253,22,17,3,3,1,6
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_GM11365-2_69",2,69,9,5,"test"," (Operator: lizbethpino, Time: )","GM11365-2","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",2.6,4.7,14.7,8,5,1,34.7768156424581,34.8,70,14.8809523809524,6,80,14.8809523809524,5.17512137536579,7.5,1,4,1,11,6.9,6,20,2,220,20,4,3,2,2,2,NA,3400,357,9,16,1,3,1,2
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_GM11365-3_65",2,65,8,8,"test"," (Operator: lizbethpino, Time: )","GM11365-3","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,13.8,8.9,3,1,34.3948634204275,33.6,100,12.6984126984127,6,100,12.6984126984127,4.36760170418127,6.4,1,5,1,12,4.3,8,20,2,210,30,5,3,1,3,2,NA,3755,387,13,20,1,3,3,8
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_GM11470-9_41",2,41,2,8,"test"," (Operator: lizbethpino, Time: )","GM11470-9","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,5,1,32.0214940421631,NA,30,14.2857142857143,6,70,14.2857142857143,4.57449914888044,7.2,1,4,1,10,4.4,8,20,4,280,20,6,3,1,3,2,NA,3600,327,16,14,2,3,1,5
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_GM3426-5_39",2,39,1,7,"check"," (Operator: lizbethpino, Time: )","GM3426-5","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,0,1,27.6146790154783,NA,260,20.2380952380952,6,75,20.2380952380952,5.5886850388468,10.2,1,4,1,12,5,10,20,2,260,40,5,3,2,3,2,NA,4225,284,32,15,3,3,1,4
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_GM3426-5_62",2,62,7,6,"check"," (Operator: lizbethpino, Time: )","GM3426-5","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",8.4,16.5,10.1,3.2,0,1,37.374197285667,37.5,240,22.0238095238095,6,90,22.0238095238095,8.23122202124809,11.1,1,5,1,11,4.8,8,20,2,240,20,5,3,1,2,3,NA,3425,404,35,18,3,3,1,4
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_GM4486-11_70",2,70,9,6,"test"," (Operator: lizbethpino, Time: )","GM4486-11","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",2.9,5.1,16.1,10.5,1,1,33.2003753753754,38.7,110,15.4761904761905,6,85,15.4761904761905,5.13815333190334,7.8,1,5,1,6,3.05,8,20,3,210,20,4,3,1,2,3,NA,4425,429,7,17,2,3,1,8
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_GM8560-13_42",2,42,2,7,"test"," (Operator: lizbethpino, Time: )","GM8560-13","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1.7,2.8,16,9.3,1,1,34.8866459627329,33.1,240,5.8531746031746,6,55,5.8531746031746,2.04197630139012,2.95,1,2,2,2,1.5,12,20,3,280,40,4,3,1,4,2,NA,2700,285,6,11,2,3,1,7
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_GM9404-1_68",2,68,8,5,"test"," (Operator: lizbethpino, Time: )","GM9404-1","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,14.2,9.3,4,1,29.7785286409584,35.4,90,9.02777777777778,6,100,9.02777777777778,2.68833939119763,4.55,1,5,1,0,0,6,20,4,180,20,6,3,1,3,2,NA,2900,229,41,20,2,3,1,4
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_SM3536-44_59",2,59,6,6,"test"," (Operator: lizbethpino, Time: )","SM3536-44","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",3.1,4.7,11.8,6.2,2,1,34.195352507892,37,110,12.5,6,90,12.5,4.2744190634865,6.3,1,4,1,10,4.5,8,20,2,250,30,4,2,1,3,2,NA,3175,324,15,18,3,3,1,5
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_SM4569-17_53",2,53,5,5,"test"," (Operator: lizbethpino, Time: )","SM4569-17","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",2.4,3.5,16.3,8.6,4,1,34.2875147579693,34.2,80,20.1984126984127,6,95,20.1984126984127,6.9255337348438,10.18,1,4,1,13,6.25,8,20,2,270,20,6,3,1,3,NA,NA,3775,387,23,19,2,3,1,6
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_SM4850-8_49",2,49,4,8,"test"," (Operator: lizbethpino, Time: )","SM4850-8","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",5.4,14.4,12.3,5.6,5,1,36.5967463479416,39.3,130,22.9166666666667,6,100,22.9166666666667,8.38675437140328,11.55,1,5,1,18,6.7,10,20,1,265,20,6,3,1,2,2,NA,4250,485,30,20,3,1,1,6
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_SM4891-13_48",2,48,3,8,"test"," (Operator: lizbethpino, Time: )","SM4891-13","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",1.7,4.2,13.6,6.8,2,1,35.7921832551247,36.8,110,23.1150793650794,6,100,23.1150793650794,8.27339156591672,11.65,1,5,1,12,7.05,10,20,2,270,30,6,3,1,2,3,NA,4550,501,24,20,3,3,1,5
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_SM4897-22_37",2,37,1,5,"test"," (Operator: lizbethpino, Time: )","SM4897-22","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,17,11.7,4,1,33.5602973812694,38,90,8.73015873015873,6,100,8.73015873015873,2.92986723169812,4.4,1,3,1,3,1.5,8,20,2,210,20,6,3,1,3,1,NA,2500,247,23,20,1,3,3,8
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_SM4922-6_51",2,51,4,6,"test"," (Operator: lizbethpino, Time: )","SM4922-6","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",2.8,3.9,17.6,9.6,1,1,36.0815657828914,35.7,130,31.25,6,100,31.25,11.2754893071536,15.75,1,4,1,26,10,8,20,2,240,30,6,3,1,1,2,NA,4500,502,40,20,2,3,1,7
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_SM4952-5_54",2,54,5,6,"test"," (Operator: lizbethpino, Time: )","SM4952-5","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",3.8,6.6,15.5,9.4,1,1,38.6555288461538,41.4,120,17.7579365079365,6,100,17.7579365079365,6.86442426930707,8.95,1,5,1,9,4.7,8,20,2,250,20,6,3,2,2,2,NA,3800,472,27,20,3,3,1,8
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_SM4955-23_63",2,63,7,7,"test"," (Operator: lizbethpino, Time: )","SM4955-23","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,16.7,9.2,0,1,31.5894984326019,35,280,10.218253968254,6,85,10.218253968254,3.22789517714087,5.15,1,4,1,8,1.9,8,20,2,280,50,4,3,1,4,2,NA,2100,186,28,17,2,3,1,6
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_SM4956-10_58",2,58,6,7,"test"," (Operator: lizbethpino, Time: )","SM4956-10","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",2.8,5.2,17.6,11.9,3,1,34.6812680115274,36.2,110,18.1547619047619,6,80,18.1547619047619,6.29630163304515,9.15,1,3,1,11,5.3,10,20,2,260,40,4,3,1,3,3,NA,3100,324,25,16,1,3,1,5
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_SM4956-6_56",2,56,5,8,"test"," (Operator: lizbethpino, Time: )","SM4956-6","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",3,4.6,13.9,7.9,5,1,27.5392620415378,35.7,60,19.3452380952381,6,100,19.3452380952381,5.32753581160701,9.75,1,4,1,11,6.5,10,20,3,280,20,3,3,1,2,3,NA,4850,324,15,20,1,3,1,5
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_SM4957-2_44",2,44,2,5,"test"," (Operator: lizbethpino, Time: )","SM4957-2","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,19.5,12.4,4,1,31.68198011599,36.2,120,4.16666666666667,6,65,4.16666666666667,1.32008250483292,2.1,1,2,2,0,0,10,20,4,280,20,3,2,2,4,1,NA,1325,118,10,13,2,2,3,5
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_SM4963-25_57",2,57,6,8,"test"," (Operator: lizbethpino, Time: )","SM4963-25","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,16.3,9.7,2,1,38.4836296296296,38.2,110,24.8015873015873,6,90,24.8015873015873,9.5445509994121,12.5,1,4,2,19,9.3,10,20,3,270,40,5,3,1,2,3,NA,3850,475,19,18,1,3,1,8
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_SM4989-6_71",2,71,9,7,"test"," (Operator: lizbethpino, Time: )","SM4989-6","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,14.6,8.6,0,1,33.5377372262774,35.8,320,14.0873015873016,6,85,14.0873015873016,4.72456218862241,7.1,1,5,1,4.4,0,12,20,1,320,60,5,3,1,2,3,NA,3800,375,22,17,2,3,1,6
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_SM4993-9_45",2,45,3,5,"test"," (Operator: lizbethpino, Time: )","SM4993-9","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,17.5,11.3,5,1,27.8118874038072,34.2,120,8.82936507936508,6,80,8.82936507936508,2.45561307434409,4.45,1,4,1,8,2.4,8,20,2,230,20,6,3,2,4,2,NA,2650,181,18,16,3,3,1,6
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_SM5007-37_66",2,66,8,7,"test"," (Operator: lizbethpino, Time: )","SM5007-37","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,13.9,8.1,0,1,27.5449538795442,33.8,290,7.44047619047619,6,65,7.44047619047619,2.04947573508513,3.75,1,2,1,2,0.55,10,20,2,290,60,3,3,1,4,2,NA,1975,132,20,13,2,3,1,8
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_SM5008-19_40",2,40,1,8,"test"," (Operator: lizbethpino, Time: )","SM5008-19","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",2.5,3.8,16.2,8.5,4,1,30.4277614138439,33.7,20,18.6507936507936,6,70,18.6507936507936,5.67501899385184,9.4,1,5,1,14,6.7,12,20,4,260,30,6,3,1,3,3,NA,3700,305,18,14,1,3,1,5
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_SM5008-25_60",2,60,6,5,"test"," (Operator: lizbethpino, Time: )","SM5008-25","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,12.5,7.5,1,1,28.0257918552036,30.4,220,4.86111111111111,6,30,4.86111111111111,1.36236488185018,2.45,1,4,1,2,1.7,8,20,3,260,50,1,3,1,4,3,NA,2375,165,1,6,2,3,1,4
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep2_SM5008-33_38",2,38,1,6,"test"," (Operator: lizbethpino, Time: )","SM5008-33","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,9.4,3.2,3,1,NA,37.4,140,18.8492063492064,6,90,18.8492063492063,NA,9.5,1,3,1,8,4.1,10,20,2,270,30,5,3,2,2,2,NA,2250,490,28,18,3,3,1,4
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia","Caiseli,Caiselli,CAISELLI","202224BCEAR_cere_rep2_SMB2446-2_72",2,72,9,8,"check"," (Operator: lizbethpino, Time: )","SMB2446-2_is_Caiseli","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",5.6,11.2,2.2,1.6,0,1,37.7259638874137,40,190,22.6190476190476,6,100,22.6190476190476,8.53325373643881,11.4,1,5,1,13,5.65,8,20,2,190,30,6,3,2,2,2,NA,4278,512,37,20,1,3,1,1
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia","Tai8","202224BCEAR_cere_rep2_TAI8_67",2,67,8,6,"check"," (Operator: lizbethpino, Time: )","TAI8_is_TAI","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",2.8,4.1,2.5,1.5,1,1,36.9675060597899,37.7,100,24.1071428571429,6,95,24.1071428571429,8.91180949655649,12.15,1,4,1,15,8.05,8,20,2,150,20,6,1,2,2,1,NA,4200,487,29,19,1,3,1,2
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep3_CG1141-1_108",3,108,9,12,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,1,1,33.7730937348227,NA,90,25.7936507936508,6,100,25.7936507936508,8.71131386017252,13,1,4,1,13,6.1,8,20,2,220,NA,5,3,1,1,2,NA,4575,457,40,20,1,3,1,1
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep3_CG1141-1_78",3,78,2,11,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,0,1,38.3142095053346,NA,190,25.7936507936508,6,95,25.7936507936508,9.88263340415376,13,1,5,1,13,7.05,8,20,1,190,40,5,3,1,1,2,NA,4700,576,27,19,1,3,1,1
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep3_CM4919-1_96",3,96,6,9,"check"," (Operator: lizbethpino, Time: )","CM4919-1_is_Veronica","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,0,1,36.3879570941004,NA,220,21.031746031746,6,100,21.031746031746,7.65302272217191,10.6,1,4,1,13,6.5,10,20,2,220,60,5,3,1,2,3,NA,4625,523,18,20,1,3,1,4
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep3_COL2215_79",3,79,2,10,"check"," (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,3,1,40.2771889400921,NA,110,26.5873015873016,6,100,26.5873015873016,10.7086176943896,13.4,1,5,1,16,10.4,8,20,3,250,20,6,3,1,1,3,NA,4000,528,14,20,2,3,1,1
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep3_COL2215_91",3,91,5,11,"check"," (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,3,1,39.8355659911023,NA,100,23.6111111111111,6,95,23.6111111111111,9.40561974789915,11.9,1,5,1,12,5.85,6,20,3,190,10,5,3,1,3,2,NA,4650,604,29,19,2,3,1,1
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep3_GM10299-1_100",3,100,7,12,"test"," (Operator: lizbethpino, Time: )","GM10299-1","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,2,1,28.3298002219756,NA,90,25.8928571428571,6,65,25.8928571428571,7.33539470033297,13.05,1,4,3,13,6.35,6,20,3,220,40,5,3,1,2,2,NA,4850,345,44,13,2,3,1,8
2022,"202224BCEAR_cere","202224BCEAR_cere",4.8,3.5,"2022-June-03","2023-April-10","Cerete. Cordoba, Colombia",NA,"202224BCEAR_cere_rep3_GM11213-2_86",3,86,4,11,"test"," (Operator: lizbethpino, Time: )","GM11213-2","test",8.916666667,-76,101,"Cordoba","Colombia","Subhumid lowland tropics","cere",NA,NA,NA,NA,1,1,31.2645480359678,NA,110,15.0793650793651,6,75,15.0793650793651,4.71449533875705,7.6,1,5,1,6,3.15,10,20,1,280,50,3,3,2,2,2,NA,4628,402,25,15,2,3,1,5
